graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,179,45,0,True,False,False
0,45,179,0,True,False,False
0,179,52,0,True,False,False
0,52,179,0,True,False,False
0,179,142,0,True,False,False
0,142,179,0,True,False,False
0,33,112,0,True,False,False
0,112,33,0,True,False,False
0,182,112,0,True,False,False
0,112,182,0,True,False,False
0,112,167,0,True,False,False
0,167,112,0,True,False,False
0,112,105,0,True,False,False
0,105,112,0,True,False,False
0,118,112,0,True,False,False
0,112,118,0,True,False,False
0,85,81,0,True,False,False
0,81,85,0,True,False,False
0,81,58,0,True,False,False
0,58,81,0,True,False,False
0,81,35,0,True,False,False
0,35,81,0,True,False,False
0,81,139,0,True,False,False
0,139,81,0,True,False,False
0,85,100,0,True,False,False
0,100,85,0,True,False,False
0,100,126,0,True,False,False
0,126,100,0,True,False,False
0,100,139,0,True,False,False
0,139,100,0,True,False,False
0,144,33,0,True,False,False
0,33,144,0,True,False,False
0,144,182,0,True,False,False
0,182,144,0,True,False,False
0,163,144,0,True,False,False
0,144,163,0,True,False,False
0,39,177,0,True,False,False
0,177,39,0,True,False,False
0,177,183,0,True,False,False
0,183,177,0,True,False,False
0,177,150,0,True,False,False
0,150,177,0,True,False,False
0,173,177,0,True,False,False
0,177,173,0,True,False,False
0,150,125,0,True,False,False
0,125,150,0,True,False,False
0,150,2,0,True,False,False
0,2,150,0,True,False,False
0,117,150,0,True,False,False
0,150,117,0,True,False,False
0,150,142,0,True,False,False
0,142,150,0,True,False,False
0,173,158,0,True,False,False
0,158,173,0,True,False,False
0,173,4,0,True,False,False
0,4,173,0,True,False,False
0,39,18,0,True,False,False
0,18,39,0,True,False,False
0,18,183,0,True,False,False
0,183,18,0,True,False,False
0,18,182,0,True,False,False
0,182,18,0,True,False,False
0,55,128,0,True,False,False
0,128,55,0,True,False,False
0,55,80,0,True,False,False
0,80,55,0,True,False,False
0,55,61,0,True,False,False
0,61,55,0,True,False,False
0,51,70,0,True,False,False
0,70,51,0,True,False,False
0,80,70,0,True,False,False
0,70,80,0,True,False,False
0,158,183,0,True,False,False
0,183,158,0,True,False,False
0,183,2,0,True,False,False
0,2,183,0,True,False,False
0,183,45,0,True,False,False
0,45,183,0,True,False,False
0,125,91,0,True,False,False
0,91,125,0,True,False,False
0,125,11,0,True,False,False
0,11,125,0,True,False,False
0,125,167,0,True,False,False
0,167,125,0,True,False,False
0,118,125,0,True,False,False
0,125,118,0,True,False,False
0,151,11,0,True,False,False
0,11,151,0,True,False,False
0,151,63,0,True,False,False
0,63,151,0,True,False,False
0,151,131,0,True,False,False
0,131,151,0,True,False,False
0,151,105,0,True,False,False
0,105,151,0,True,False,False
0,13,151,0,True,False,False
0,151,13,0,True,False,False
0,118,151,0,True,False,False
0,151,118,0,True,False,False
0,75,186,0,True,False,False
0,186,75,0,True,False,False
0,130,75,0,True,False,False
0,75,130,0,True,False,False
0,88,75,0,True,False,False
0,75,88,0,True,False,False
0,53,75,0,True,False,False
0,75,53,0,True,False,False
0,75,8,0,True,False,False
0,8,75,0,True,False,False
0,43,120,0,True,False,False
0,120,43,0,True,False,False
0,43,154,0,True,False,False
0,154,43,0,True,False,False
0,130,43,0,True,False,False
0,43,130,0,True,False,False
0,88,43,0,True,False,False
0,43,88,0,True,False,False
0,43,116,0,True,False,False
0,116,43,0,True,False,False
0,51,43,0,True,False,False
0,43,51,0,True,False,False
0,43,60,0,True,False,False
0,60,43,0,True,False,False
0,43,8,0,True,False,False
0,8,43,0,True,False,False
0,43,134,0,True,False,False
0,134,43,0,True,False,False
0,80,126,0,True,False,False
0,126,80,0,True,False,False
0,126,93,0,True,False,False
0,93,126,0,True,False,False
0,126,3,0,True,False,False
0,3,126,0,True,False,False
0,61,126,0,True,False,False
0,126,61,0,True,False,False
0,182,2,0,True,False,False
0,2,182,0,True,False,False
0,117,182,0,True,False,False
0,182,117,0,True,False,False
0,139,3,0,True,False,False
0,3,139,0,True,False,False
0,139,178,0,True,False,False
0,178,139,0,True,False,False
0,39,117,0,True,False,False
0,117,39,0,True,False,False
0,163,117,0,True,False,False
0,117,163,0,True,False,False
0,117,118,0,True,False,False
0,118,117,0,True,False,False
0,4,170,0,True,False,False
0,170,4,0,True,False,False
0,4,169,0,True,False,False
0,169,4,0,True,False,False
0,128,13,0,True,False,False
0,13,128,0,True,False,False
0,13,6,0,True,False,False
0,6,13,0,True,False,False
0,80,13,0,True,False,False
0,13,80,0,True,False,False
0,13,93,0,True,False,False
0,93,13,0,True,False,False
0,158,169,0,True,False,False
0,169,158,0,True,False,False
0,51,53,0,True,False,False
0,53,51,0,True,False,False
0,53,8,0,True,False,False
0,8,53,0,True,False,False
0,163,128,0,True,False,False
0,128,163,0,True,False,False
0,128,33,0,True,False,False
0,33,128,0,True,False,False
0,128,118,0,True,False,False
0,118,128,0,True,False,False
0,51,174,0,True,False,False
0,174,51,0,True,False,False
0,174,78,0,True,False,False
0,78,174,0,True,False,False
0,85,80,0,True,False,False
0,80,85,0,True,False,False
0,51,88,0,True,False,False
0,88,51,0,True,False,False
0,61,33,0,True,False,False
0,33,61,0,True,False,False
0,33,93,0,True,False,False
0,93,33,0,True,False,False
0,130,131,0,True,False,False
0,131,130,0,True,False,False
0,169,45,0,True,False,False
0,45,169,0,True,False,False
0,169,104,0,True,False,False
0,104,169,0,True,False,False
0,154,186,0,True,False,False
0,186,154,0,True,False,False
0,130,154,0,True,False,False
0,154,130,0,True,False,False
0,154,116,0,True,False,False
0,116,154,0,True,False,False
0,130,88,0,True,False,False
0,88,130,0,True,False,False
0,80,58,0,True,False,False
0,58,80,0,True,False,False
0,58,6,0,True,False,False
0,6,58,0,True,False,False
0,58,78,0,True,False,False
0,78,58,0,True,False,False
0,58,3,0,True,False,False
0,3,58,0,True,False,False
0,120,121,0,True,False,False
0,121,120,0,True,False,False
0,186,121,0,True,False,False
0,121,186,0,True,False,False
0,116,121,0,True,False,False
0,121,116,0,True,False,False
0,8,121,0,True,False,False
0,121,8,0,True,False,False
0,120,176,0,True,False,False
0,176,120,0,True,False,False
0,120,57,0,True,False,False
0,57,120,0,True,False,False
0,120,79,0,True,False,False
0,79,120,0,True,False,False
0,120,166,0,True,False,False
0,166,120,0,True,False,False
0,120,62,0,True,False,False
0,62,120,0,True,False,False
0,120,116,0,True,False,False
0,116,120,0,True,False,False
0,120,107,0,True,False,False
0,107,120,0,True,False,False
0,8,120,0,True,False,False
0,120,8,0,True,False,False
0,120,48,0,True,False,False
0,48,120,0,True,False,False
0,120,148,0,True,False,False
0,148,120,0,True,False,False
0,120,114,0,True,False,False
0,114,120,0,True,False,False
0,78,9,0,True,False,False
0,9,78,0,True,False,False
0,35,78,0,True,False,False
0,78,35,0,True,False,False
0,78,49,0,True,False,False
0,49,78,0,True,False,False
0,78,119,0,True,False,False
0,119,78,0,True,False,False
0,8,186,0,True,False,False
0,186,8,0,True,False,False
0,93,105,0,True,False,False
0,105,93,0,True,False,False
0,93,1,0,True,False,False
0,1,93,0,True,False,False
0,91,94,0,True,False,False
0,94,91,0,True,False,False
0,91,40,0,True,False,False
0,40,91,0,True,False,False
0,142,91,0,True,False,False
0,91,142,0,True,False,False
0,91,152,0,True,False,False
0,152,91,0,True,False,False
0,63,64,0,True,False,False
0,64,63,0,True,False,False
0,63,46,0,True,False,False
0,46,63,0,True,False,False
0,6,63,0,True,False,False
0,63,6,0,True,False,False
0,63,175,0,True,False,False
0,175,63,0,True,False,False
0,2,10,0,True,False,False
0,10,2,0,True,False,False
0,45,10,0,True,False,False
0,10,45,0,True,False,False
0,10,94,0,True,False,False
0,94,10,0,True,False,False
0,142,10,0,True,False,False
0,10,142,0,True,False,False
0,10,27,0,True,False,False
0,27,10,0,True,False,False
0,6,1,0,True,False,False
0,1,6,0,True,False,False
0,6,119,0,True,False,False
0,119,6,0,True,False,False
0,134,46,0,True,False,False
0,46,134,0,True,False,False
0,49,143,0,True,False,False
0,143,49,0,True,False,False
0,49,68,0,True,False,False
0,68,49,0,True,False,False
0,3,49,0,True,False,False
0,49,3,0,True,False,False
0,178,49,0,True,False,False
0,49,178,0,True,False,False
0,170,104,0,True,False,False
0,104,170,0,True,False,False
0,104,96,0,True,False,False
0,96,104,0,True,False,False
0,104,22,0,True,False,False
0,22,104,0,True,False,False
0,1,64,0,True,False,False
0,64,1,0,True,False,False
0,1,143,0,True,False,False
0,143,1,0,True,False,False
0,3,1,0,True,False,False
0,1,3,0,True,False,False
0,24,40,0,True,False,False
0,40,24,0,True,False,False
0,52,24,0,True,False,False
0,24,52,0,True,False,False
0,142,24,0,True,False,False
0,24,142,0,True,False,False
0,24,133,0,True,False,False
0,133,24,0,True,False,False
0,24,27,0,True,False,False
0,27,24,0,True,False,False
0,114,132,0,True,False,False
0,132,114,0,True,False,False
0,114,107,0,True,False,False
0,107,114,0,True,False,False
0,114,48,0,True,False,False
0,48,114,0,True,False,False
0,79,17,0,True,False,False
0,17,79,0,True,False,False
0,79,176,0,True,False,False
0,176,79,0,True,False,False
0,79,57,0,True,False,False
0,57,79,0,True,False,False
0,79,136,0,True,False,False
0,136,79,0,True,False,False
0,79,82,0,True,False,False
0,82,79,0,True,False,False
0,105,64,0,True,False,False
0,64,105,0,True,False,False
0,105,99,0,True,False,False
0,99,105,0,True,False,False
0,170,0,0,True,False,False
0,0,170,0,True,False,False
0,0,32,0,True,False,False
0,32,0,0,True,False,False
0,0,145,0,True,False,False
0,145,0,0,True,False,False
0,0,22,0,True,False,False
0,22,0,0,True,False,False
0,22,84,0,True,False,False
0,84,22,0,True,False,False
0,22,172,0,True,False,False
0,172,22,0,True,False,False
0,35,178,0,True,False,False
0,178,35,0,True,False,False
0,35,67,0,True,False,False
0,67,35,0,True,False,False
0,2,167,0,True,False,False
0,167,2,0,True,False,False
0,45,96,0,True,False,False
0,96,45,0,True,False,False
0,11,99,0,True,False,False
0,99,11,0,True,False,False
0,11,175,0,True,False,False
0,175,11,0,True,False,False
0,11,152,0,True,False,False
0,152,11,0,True,False,False
0,170,52,0,True,False,False
0,52,170,0,True,False,False
0,52,32,0,True,False,False
0,32,52,0,True,False,False
0,52,96,0,True,False,False
0,96,52,0,True,False,False
0,67,9,0,True,False,False
0,9,67,0,True,False,False
0,67,20,0,True,False,False
0,20,67,0,True,False,False
0,96,84,0,True,False,False
0,84,96,0,True,False,False
0,96,27,0,True,False,False
0,27,96,0,True,False,False
0,20,68,0,True,False,False
0,68,20,0,True,False,False
0,178,20,0,True,False,False
0,20,178,0,True,False,False
0,167,94,0,True,False,False
0,94,167,0,True,False,False
0,167,99,0,True,False,False
0,99,167,0,True,False,False
0,119,171,0,True,False,False
0,171,119,0,True,False,False
0,119,46,0,True,False,False
0,46,119,0,True,False,False
0,119,143,0,True,False,False
0,143,119,0,True,False,False
0,60,83,0,True,False,False
0,83,60,0,True,False,False
0,41,38,0,True,False,False
0,38,41,0,True,False,False
0,41,95,0,True,False,False
0,95,41,0,True,False,False
0,166,41,0,True,False,False
0,41,166,0,True,False,False
0,19,41,0,True,False,False
0,41,19,0,True,False,False
0,41,122,0,True,False,False
0,122,41,0,True,False,False
0,133,41,0,True,False,False
0,41,133,0,True,False,False
0,73,147,0,True,False,False
0,147,73,0,True,False,False
0,64,73,0,True,False,False
0,73,64,0,True,False,False
0,46,73,0,True,False,False
0,73,46,0,True,False,False
0,143,73,0,True,False,False
0,73,143,0,True,False,False
0,73,14,0,True,False,False
0,14,73,0,True,False,False
0,46,90,0,True,False,False
0,90,46,0,True,False,False
0,90,37,0,True,False,False
0,37,90,0,True,False,False
0,83,90,0,True,False,False
0,90,83,0,True,False,False
0,175,90,0,True,False,False
0,90,175,0,True,False,False
0,90,14,0,True,False,False
0,14,90,0,True,False,False
0,27,162,0,True,False,False
0,162,27,0,True,False,False
0,27,109,0,True,False,False
0,109,27,0,True,False,False
0,17,165,0,True,False,False
0,165,17,0,True,False,False
0,83,17,0,True,False,False
0,17,83,0,True,False,False
0,17,157,0,True,False,False
0,157,17,0,True,False,False
0,17,101,0,True,False,False
0,101,17,0,True,False,False
0,46,103,0,True,False,False
0,103,46,0,True,False,False
0,175,76,0,True,False,False
0,76,175,0,True,False,False
0,175,7,0,True,False,False
0,7,175,0,True,False,False
0,32,84,0,True,False,False
0,84,32,0,True,False,False
0,84,5,0,True,False,False
0,5,84,0,True,False,False
0,84,109,0,True,False,False
0,109,84,0,True,False,False
0,94,162,0,True,False,False
0,162,94,0,True,False,False
0,94,180,0,True,False,False
0,180,94,0,True,False,False
0,152,76,0,True,False,False
0,76,152,0,True,False,False
0,152,168,0,True,False,False
0,168,152,0,True,False,False
0,152,180,0,True,False,False
0,180,152,0,True,False,False
0,40,162,0,True,False,False
0,162,40,0,True,False,False
0,40,140,0,True,False,False
0,140,40,0,True,False,False
0,40,168,0,True,False,False
0,168,40,0,True,False,False
0,48,132,0,True,False,False
0,132,48,0,True,False,False
0,48,62,0,True,False,False
0,62,48,0,True,False,False
0,172,12,0,True,False,False
0,12,172,0,True,False,False
0,172,5,0,True,False,False
0,5,172,0,True,False,False
0,145,172,0,True,False,False
0,172,145,0,True,False,False
0,9,68,0,True,False,False
0,68,9,0,True,False,False
0,68,135,0,True,False,False
0,135,68,0,True,False,False
0,32,133,0,True,False,False
0,133,32,0,True,False,False
0,133,140,0,True,False,False
0,140,133,0,True,False,False
0,133,109,0,True,False,False
0,109,133,0,True,False,False
0,62,166,0,True,False,False
0,166,62,0,True,False,False
0,62,97,0,True,False,False
0,97,62,0,True,False,False
0,107,62,0,True,False,False
0,62,107,0,True,False,False
0,145,47,0,True,False,False
0,47,145,0,True,False,False
0,145,122,0,True,False,False
0,122,145,0,True,False,False
0,136,123,0,True,False,False
0,123,136,0,True,False,False
0,136,159,0,True,False,False
0,159,136,0,True,False,False
0,136,137,0,True,False,False
0,137,136,0,True,False,False
0,136,157,0,True,False,False
0,157,136,0,True,False,False
0,57,34,0,True,False,False
0,34,57,0,True,False,False
0,34,113,0,True,False,False
0,113,34,0,True,False,False
0,34,69,0,True,False,False
0,69,34,0,True,False,False
0,34,72,0,True,False,False
0,72,34,0,True,False,False
0,57,106,0,True,False,False
0,106,57,0,True,False,False
0,106,28,0,True,False,False
0,28,106,0,True,False,False
0,82,106,0,True,False,False
0,106,82,0,True,False,False
0,106,69,0,True,False,False
0,69,106,0,True,False,False
0,123,50,0,True,False,False
0,50,123,0,True,False,False
0,50,36,0,True,False,False
0,36,50,0,True,False,False
0,137,50,0,True,False,False
0,50,137,0,True,False,False
0,50,86,0,True,False,False
0,86,50,0,True,False,False
0,148,50,0,True,False,False
0,50,148,0,True,False,False
0,166,19,0,True,False,False
0,19,166,0,True,False,False
0,166,25,0,True,False,False
0,25,166,0,True,False,False
0,57,123,0,True,False,False
0,123,57,0,True,False,False
0,57,148,0,True,False,False
0,148,57,0,True,False,False
0,132,97,0,True,False,False
0,97,132,0,True,False,False
0,107,97,0,True,False,False
0,97,107,0,True,False,False
0,9,171,0,True,False,False
0,171,9,0,True,False,False
0,83,76,0,True,False,False
0,76,83,0,True,False,False
0,83,26,0,True,False,False
0,26,83,0,True,False,False
0,83,127,0,True,False,False
0,127,83,0,True,False,False
0,32,160,0,True,False,False
0,160,32,0,True,False,False
0,32,122,0,True,False,False
0,122,32,0,True,False,False
0,176,29,0,True,False,False
0,29,176,0,True,False,False
0,176,137,0,True,False,False
0,137,176,0,True,False,False
0,176,148,0,True,False,False
0,148,176,0,True,False,False
0,176,101,0,True,False,False
0,101,176,0,True,False,False
0,143,135,0,True,False,False
0,135,143,0,True,False,False
0,101,76,0,True,False,False
0,76,101,0,True,False,False
0,101,168,0,True,False,False
0,168,101,0,True,False,False
0,101,23,0,True,False,False
0,23,101,0,True,False,False
0,99,180,0,True,False,False
0,180,99,0,True,False,False
0,99,7,0,True,False,False
0,7,99,0,True,False,False
0,148,113,0,True,False,False
0,113,148,0,True,False,False
0,148,25,0,True,False,False
0,25,148,0,True,False,False
0,171,135,0,True,False,False
0,135,171,0,True,False,False
0,171,103,0,False,True,False
0,103,171,0,False,True,False
0,82,165,0,False,True,False
0,165,82,0,False,True,False
0,82,159,0,False,True,False
0,159,82,0,False,True,False
0,97,30,0,False,True,False
0,30,97,0,False,True,False
0,97,160,0,False,True,False
0,160,97,0,False,True,False
0,137,184,0,False,True,False
0,184,137,0,False,True,False
0,137,23,0,False,True,False
0,23,137,0,False,True,False
0,29,184,0,False,True,False
0,184,29,0,False,True,False
0,29,140,0,False,True,False
0,140,29,0,False,True,False
0,29,168,0,False,True,False
0,168,29,0,False,True,False
0,29,25,0,False,True,False
0,25,29,0,False,True,False
0,25,36,0,False,True,False
0,36,25,0,False,True,False
0,25,146,0,False,True,False
0,146,25,0,False,True,False
0,25,19,0,False,True,False
0,19,25,0,False,True,False
0,113,146,0,False,True,False
0,146,113,0,False,True,False
0,113,86,0,False,True,False
0,86,113,0,False,True,False
0,64,7,0,False,True,False
0,7,64,0,False,True,False
0,19,56,0,False,True,False
0,56,19,0,False,True,False
0,19,140,0,False,True,False
0,140,19,0,False,True,False
0,19,108,0,False,True,False
0,108,19,0,False,True,False
0,123,28,0,False,True,False
0,28,123,0,False,True,False
0,123,72,0,False,True,False
0,72,123,0,False,True,False
0,26,165,0,False,True,False
0,165,26,0,False,True,False
0,165,141,0,False,True,False
0,141,165,0,False,True,False
0,72,71,0,False,True,False
0,71,72,0,False,True,False
0,72,86,0,False,True,False
0,86,72,0,False,True,False
0,184,74,0,False,True,False
0,74,184,0,False,True,False
0,184,36,0,False,True,False
0,36,184,0,False,True,False
0,184,65,0,False,True,False
0,65,184,0,False,True,False
0,146,108,0,False,True,False
0,108,146,0,False,True,False
0,146,87,0,False,True,False
0,87,146,0,False,True,False
0,56,38,0,False,True,False
0,38,56,0,False,True,False
0,5,38,0,False,True,False
0,38,5,0,False,True,False
0,109,38,0,False,True,False
0,38,109,0,False,True,False
0,38,54,0,False,True,False
0,54,38,0,False,True,False
0,5,149,0,False,True,False
0,149,5,0,False,True,False
0,122,5,0,False,True,False
0,5,122,0,False,True,False
0,108,95,0,False,True,False
0,95,108,0,False,True,False
0,95,66,0,False,True,False
0,66,95,0,False,True,False
0,95,54,0,False,True,False
0,54,95,0,False,True,False
0,103,147,0,False,True,False
0,147,103,0,False,True,False
0,103,37,0,False,True,False
0,37,103,0,False,True,False
0,14,164,0,False,True,False
0,164,14,0,False,True,False
0,7,14,0,False,False,True
0,14,7,0,False,False,True
0,127,14,0,False,False,True
0,14,127,0,False,False,True
0,135,147,0,False,False,True
0,147,135,0,False,False,True
0,147,164,0,False,False,True
0,164,147,0,False,False,True
0,36,56,0,False,False,True
0,56,36,0,False,False,True
0,36,87,0,False,False,True
0,87,36,0,False,False,True
0,37,164,0,False,False,True
0,164,37,0,False,False,True
0,26,37,0,False,False,True
0,37,26,0,False,False,True
0,109,74,0,False,False,True
0,74,109,0,False,False,True
0,69,71,0,False,False,True
0,71,69,0,False,False,True
0,168,65,0,False,False,True
0,65,168,0,False,False,True
0,23,77,0,False,False,True
0,77,23,0,False,False,True
0,157,23,0,False,False,True
0,23,157,0,False,False,True
0,23,65,0,False,False,True
0,65,23,0,False,False,True
0,86,87,0,False,False,True
0,87,86,0,False,False,True
0,56,74,0,False,False,True
0,74,56,0,False,False,True
0,56,181,0,False,False,True
0,181,56,0,False,False,True
0,108,181,0,False,False,True
0,181,108,0,False,False,True
0,76,77,0,False,False,True
0,77,76,0,False,False,True
0,127,77,0,False,False,True
0,77,127,0,False,False,True
0,127,59,0,False,False,True
0,59,127,0,False,False,True
0,127,157,0,False,False,True
0,157,127,0,False,False,True
0,162,74,0,False,False,True
0,74,162,0,False,False,True
0,162,65,0,False,False,True
0,65,162,0,False,False,True
0,7,77,0,False,False,True
0,77,7,0,False,False,True
0,140,74,0,False,False,True
0,74,140,0,False,False,True
0,28,71,0,False,False,True
0,71,28,0,False,False,True
0,159,28,0,False,False,True
0,28,159,0,False,False,True
0,26,59,0,False,False,True
0,59,26,0,False,False,True
0,159,141,0,False,False,True
0,141,159,0,False,False,True
0,122,30,0,False,False,True
0,30,122,0,False,False,True
0,122,66,0,False,False,True
0,66,122,0,False,False,True
0,180,77,0,False,False,True
0,77,180,0,False,False,True
0,180,65,0,False,False,True
0,65,180,0,False,False,True
0,47,12,0,False,False,True
0,12,47,0,False,False,True
0,47,66,0,False,False,True
0,66,47,0,False,False,True
0,157,141,0,False,False,True
0,141,157,0,False,False,True
0,12,149,0,False,False,True
0,149,12,0,False,False,True
0,149,54,0,False,False,True
0,54,149,0,False,False,True
0,181,54,0,False,False,True
0,54,181,0,False,False,True
0,87,181,0,False,False,True
0,181,87,0,False,False,True
0,66,149,0,False,False,True
0,149,66,0,False,False,True
0,59,141,0,False,False,True
0,141,59,0,False,False,True
0,59,164,0,False,False,True
0,164,59,0,False,False,True
